Tri,X,Y,Route,Station,Statut,Zone climatique,Temperature moyenne annuelle (celsius),Region
1759,-71.13111111,46.97194444,69m,9,Inactive,C,3.0844,Capitale-Nationale
1760,-71.13222222,46.97638889,69m,10,Inactive,C,3.0844,Capitale-Nationale
1761,-78.20611111,48.59305556,74m2,1,Inactive,D,0.79427,Abitibi-Temiscamingue
1762,-78.2025,48.58611111,74m2,2,Inactive,D,0.79427,Abitibi-Temiscamingue
1763,-78.1975,48.57972222,74m2,3,Inactive,D,0.79427,Abitibi-Temiscamingue
1764,-78.19916667,48.57472222,74m2,4,Inactive,D,0.79427,Abitibi-Temiscamingue
1765,-78.20972222,48.57777778,74m2,5,Inactive,D,0.79427,Abitibi-Temiscamingue
1766,-78.21972222,48.58194444,74m2,6,Inactive,D,0.79427,Abitibi-Temiscamingue
1767,-78.22916667,48.58638889,74m2,7,Inactive,D,0.79427,Abitibi-Temiscamingue
1768,-78.235,48.58638889,74m2,8,Inactive,D,0.79427,Abitibi-Temiscamingue
1769,-78.24027778,48.58194444,74m2,9,Inactive,D,0.79427,Abitibi-Temiscamingue
1770,-78.24527778,48.575,74m2,10,Inactive,D,0.79427,Abitibi-Temiscamingue
1771,-75.87165915,45.65696797,78m,1,Inactive,B,4.65461,Outaouais
1772,-75.87261513,45.66440646,78m,2,Inactive,B,4.65461,Outaouais
1773,-75.87491927,45.67145482,78m,3,Inactive,B,4.65461,Outaouais
1774,-75.8812716,45.67694173,78m,4,Inactive,B,4.65461,Outaouais
1775,-75.889852,45.681254,78m,5,Inactive,B,4.65461,Outaouais
1776,-75.888369,45.687496,78m,6,Inactive,B,4.65461,Outaouais
1777,-75.895705,45.699545,78m,7,Inactive,B,4.65461,Outaouais
1778,-75.89715482,45.70661984,78m,8,Inactive,B,4.65461,Outaouais
1779,-75.8941502,45.71067801,78m,9,Inactive,B,4.65461,Outaouais
1780,-75.890685,45.722986,78m,10,Inactive,B,4.65461,Outaouais
1781,-70.83335278,47.05449167,95m,1,Active,B,4.1,Capitale-Nationale
1782,-70.82324722,47.05477222,95m,2,Active,B,4.1,Capitale-Nationale
1783,-70.81279167,47.05417222,95m,3,Active,B,4.1,Capitale-Nationale
1784,-70.80393611,47.05709167,95m,4,Active,B,4.1,Capitale-Nationale
1785,-70.79759722,47.06263333,95m,5,Active,B,4.1,Capitale-Nationale
1786,-70.79304444,47.06800556,95m,6,Active,B,4.1,Capitale-Nationale
1787,-70.78802222,47.07440556,95m,7,Active,B,4.1,Capitale-Nationale
1788,-70.77871944,47.07808056,95m,8,Active,B,4.1,Capitale-Nationale
1789,-70.77086389,47.08168056,95m,9,Active,B,4.1,Capitale-Nationale
1790,-70.76344722,47.08443889,95m,10,Active,B,4.1,Capitale-Nationale
1791,-72.294216,45.133125,96m,1,Inactive,B,4.43573,Estrie
1792,-72.294415,45.140345,96m,2,Inactive,B,4.43573,Estrie
1793,-72.294898,45.147494,96m,3,Inactive,B,4.43573,Estrie
1794,-72.331089,45.162261,96m,4,Inactive,B,4.43573,Estrie
1795,-72.33988,45.158808,96m,5,Inactive,B,4.43573,Estrie
1796,-72.347435,45.154001,96m,6,Inactive,B,4.43573,Estrie
1797,-72.356138,45.156576,96m,7,Inactive,B,4.43573,Estrie
1798,-72.36179,45.161252,96m,8,Inactive,B,4.43573,Estrie
1799,-72.362887,45.168357,96m,9,Inactive,B,4.43573,Estrie
1800,-72.358918,45.174953,96m,10,Inactive,B,4.43573,Estrie
1801,-75.02959,46.51462,215,1,Active,C,2.96,Laurentides
1802,-75.0295,46.50716,215,2,Active,C,2.96,Laurentides
1803,-75.02967,46.49941,215,3,Active,C,2.96,Laurentides
1804,-75.02969,46.49213,215,4,Active,C,2.96,Laurentides
1805,-75.02675,46.48516,215,5,Active,C,2.96,Laurentides
1806,-75.03047,46.47825,215,6,Active,C,2.96,Laurentides
1807,-75.03197,46.47175,215,7,Active,C,2.96,Laurentides
1808,-75.03325,46.46422,215,8,Active,C,2.96,Laurentides
1809,-75.03353,46.45702,215,9,Active,C,2.96,Laurentides
1810,-75.0332602,46.4500781,215,10,Active,C,2.96,Laurentides
1811,-75.6909532,45.5504226,216,1,Active,B,4.99,Outaouais
1812,-75.6812758,45.5510913,216,2,Active,B,4.99,Outaouais
1813,-75.6710559,45.5515159,216,3,Active,B,4.99,Outaouais
1814,-75.6610459,45.5523123,216,4,Active,B,4.99,Outaouais
1815,-75.6509482,45.5533866,216,5,Active,B,4.99,Outaouais
1816,-75.6407555,45.5542393,216,6,Active,B,4.99,Outaouais
1817,-75.6305951,45.555014,216,7,Active,B,4.99,Outaouais
1818,-75.62051,45.556062,216,8,Active,B,4.99,Outaouais
1819,-75.6107575,45.5570687,216,9,Active,B,4.99,Outaouais
1820,-75.6006939,45.5573316,216,10,Active,B,4.99,Outaouais
1821,-72.58935,48.77632,217,1,Active,D,1.56,Saguenay - Lac-Saint-Jean
1822,-72.59562,48.77023,217,2,Active,D,1.56,Saguenay - Lac-Saint-Jean
1823,-72.59446,48.76446,217,3,Active,D,1.56,Saguenay - Lac-Saint-Jean
1824,-72.58811,48.7588,217,4,Active,D,1.56,Saguenay - Lac-Saint-Jean
1825,-72.58204,48.75339,217,5,Active,D,1.56,Saguenay - Lac-Saint-Jean
1826,-72.5821,48.74743,217,6,Active,D,1.56,Saguenay - Lac-Saint-Jean
1827,-72.59115,48.74283,217,7,Active,D,1.56,Saguenay - Lac-Saint-Jean
1828,-72.59937,48.73867,217,8,Active,D,1.56,Saguenay - Lac-Saint-Jean
1829,-72.60793,48.7344,217,9,Active,D,1.56,Saguenay - Lac-Saint-Jean
1830,-72.61687,48.72998,217,10,Active,D,1.56,Saguenay - Lac-Saint-Jean
1831,-74.041563,45.0668403,218,1,Active,A,6.37,Monteregie
1832,-74.0349911,45.0613886,218,2,Active,A,6.37,Monteregie
1833,-74.0283821,45.055932,218,3,Active,A,6.37,Monteregie
1834,-74.0216749,45.0503424,218,4,Active,A,6.37,Monteregie
1835,-74.0149587,45.0448695,218,5,Active,A,6.37,Monteregie
1836,-74.008221,45.0393658,218,6,Active,A,6.37,Monteregie
1837,-74.0070495,45.0322738,218,7,Active,A,6.37,Monteregie
1838,-74.0065989,45.0250306,218,8,Active,A,6.37,Monteregie
1839,-74.00632,45.0177998,218,9,Active,A,6.37,Monteregie
1840,-74.0059945,45.0105554,218,10,Active,A,6.37,Monteregie
1841,-75.8247287,45.4652586,219,1,Active,A,5.18,Outaouais
1842,-75.834956,45.4655239,219,2,Active,A,5.18,Outaouais
1843,-75.8450947,45.4666375,219,3,Active,A,5.18,Outaouais
1844,-75.8525873,45.4715298,219,4,Active,A,5.18,Outaouais
1845,-75.8588035,45.4773027,219,5,Active,A,5.18,Outaouais
1846,-75.8637173,45.4836818,219,6,Active,A,5.18,Outaouais
1847,-75.8733948,45.4860437,219,7,Active,A,5.18,Outaouais
1848,-75.8819004,45.49003,219,8,Active,A,5.18,Outaouais
1849,-75.8918583,45.4917072,219,9,Active,A,5.18,Outaouais
1850,-75.9011817,45.494708,219,10,Active,A,5.18,Outaouais
1851,-64.3817793,48.8593347,220,1,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1852,-64.3800519,48.8664422,220,2,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1853,-64.3809805,48.8736015,220,3,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1854,-64.3782262,48.8805454,220,4,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1855,-64.3683639,48.8836547,220,5,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1856,-64.3627209,48.8897984,220,6,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1857,-64.3558104,48.8953638,220,7,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1858,-64.3503662,48.9015882,220,8,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1859,-64.3450271,48.9078173,220,9,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1860,-64.3399164,48.9141917,220,10,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1861,-70.4236878,46.1942274,221,1,Active,B/C,3.3,Chaudiere-Appalaches
1862,-70.4160274,46.1991734,221,2,Active,B/C,3.3,Chaudiere-Appalaches
1863,-70.4084496,46.2041634,221,3,Active,B/C,3.3,Chaudiere-Appalaches
1864,-70.4009609,46.2091679,221,4,Active,B/C,3.3,Chaudiere-Appalaches
1865,-70.3934078,46.2140531,221,5,Active,B/C,3.3,Chaudiere-Appalaches
1866,-70.3858332,46.2190121,221,6,Active,B/C,3.3,Chaudiere-Appalaches
1867,-70.3782372,46.2239409,221,7,Active,B/C,3.3,Chaudiere-Appalaches
1868,-70.370727,46.2288568,221,8,Active,B/C,3.3,Chaudiere-Appalaches
1869,-70.3632812,46.2337699,221,9,Active,B/C,3.3,Chaudiere-Appalaches
1870,-70.3557496,46.2387271,221,10,Active,B/C,3.3,Chaudiere-Appalaches
