Tri,X,Y,Route,Station,Statut,Zone climatique,Temperature moyenne annuelle (celsius),Region
1394,-74.29891667,45.9693,180,4,Inactive,C,3.42351,Laurentides
1395,-74.3055,45.97158333,180,5,Inactive,C,3.42351,Laurentides
1396,-74.31546667,45.97121667,180,6,Inactive,C,3.42351,Laurentides
1397,-74.32106667,45.97693333,180,7,Inactive,C,3.42351,Laurentides
1398,-74.32946667,45.98021667,180,8,Inactive,C,3.42351,Laurentides
1399,-74.33866667,45.97973333,180,9,Inactive,C,3.42351,Laurentides
1400,-74.34773333,45.97916667,180,10,Inactive,C,3.42351,Laurentides
1401,-72.01138611,45.26630833,184,1,Active,B,4.99917,Estrie
1402,-72.01123333,45.27345556,184,2,Active,B,4.99917,Estrie
1403,-72.01124444,45.280625,184,3,Active,B,4.99917,Estrie
1404,-72.00751389,45.28656667,184,4,Active,B,4.99917,Estrie
1405,-72.00266111,45.29306389,184,5,Active,B,4.99917,Estrie
1406,-71.95392222,45.29471667,184,6,Active,B,4.99917,Estrie
1407,-71.95896667,45.30143611,184,7,Active,B,4.99917,Estrie
1408,-71.96260278,45.30808611,184,8,Active,B,4.99917,Estrie
1409,-71.96415556,45.31537222,184,9,Active,B,4.99917,Estrie
1410,-71.96779167,45.32205556,184,10,Active,B,4.99917,Estrie
1411,-76.02283,46.53196,185,1,Inactive,C,3.3868,Outaouais
1412,-76.02256,46.53961,185,2,Inactive,C,3.3868,Outaouais
1413,-76.022152,46.547666,185,3,Inactive,C,3.3868,Outaouais
1414,-76.021963,46.554835,185,4,Inactive,C,3.3868,Outaouais
1415,-76.021913,46.561979,185,5,Inactive,C,3.3868,Outaouais
1416,-76.021874,46.569184,185,6,Inactive,C,3.3868,Outaouais
1417,-76.021265,46.576302,185,7,Inactive,C,3.3868,Outaouais
1418,-76.019404,46.58244,185,8,Inactive,C,3.3868,Outaouais
1419,-76.019193,46.58949,185,9,Inactive,C,3.3868,Outaouais
1420,-76.019476,46.59643,185,10,Inactive,C,3.3868,Outaouais
1421,-71.8575,46.1552,186,1,Inactive,B,4.40704,Centre-du-Quebec
1422,-71.86417,46.14971,186,2,Inactive,B,4.40704,Centre-du-Quebec
1423,-71.8735,46.14691,186,3,Inactive,B,4.40704,Centre-du-Quebec
1424,-71.87939,46.14129,186,4,Inactive,B,4.40704,Centre-du-Quebec
1425,-71.8838,46.13503,186,5,Inactive,B,4.40704,Centre-du-Quebec
1426,-71.89195,46.13092,186,6,Inactive,B,4.40704,Centre-du-Quebec
1427,-71.89937,46.13153,186,7,Inactive,B,4.40704,Centre-du-Quebec
1428,-71.90681,46.1265,186,8,Inactive,B,4.40704,Centre-du-Quebec
1429,-71.91602,46.12369,186,9,Inactive,B,4.40704,Centre-du-Quebec
1430,-71.92538,46.12164,186,10,Inactive,B,4.40704,Centre-du-Quebec
1431,-71.245714,47.460872,187,1,Active,E,-0.16012,Capitale-Nationale
1432,-71.255599,47.461191,187,2,Active,E,-0.16012,Capitale-Nationale
1433,-71.261886,47.456952,187,3,Active,E,-0.16012,Capitale-Nationale
1434,-71.270645,47.45393,187,4,Active,E,-0.16012,Capitale-Nationale
1435,-71.277147,47.449847,187,5,Active,E,-0.16012,Capitale-Nationale
1436,-71.285908,47.45098,187,6,Active,E,-0.16012,Capitale-Nationale
1437,-71.293294,47.453358,187,7,Active,E,-0.16012,Capitale-Nationale
1438,-71.297547,47.452102,187,8,Active,E,-0.16012,Capitale-Nationale
1439,-71.305159,47.454183,187,9,Active,E,-0.16012,Capitale-Nationale
1440,-71.314566,47.4564833,187,10,Active,E,-0.16012,Capitale-Nationale
1441,-72.854543,46.490726,188,1,Active,B,3.52216,Mauricie
1442,-72.862841,46.492144,188,2,Active,B,3.52216,Mauricie
1443,-72.869986,46.492261,188,3,Active,B,3.52216,Mauricie
1444,-72.875707,46.497969,188,4,Active,B,3.52216,Mauricie
1445,-72.882439,46.502769,188,5,Active,B,3.52216,Mauricie
1446,-72.888889,46.507532,188,6,Active,B,3.52216,Mauricie
1447,-72.897324,46.511432,188,7,Active,B,3.52216,Mauricie
1448,-72.904686,46.516031,188,8,Active,B,3.52216,Mauricie
1449,-72.913295,46.51656,188,9,Active,B,3.52216,Mauricie
1450,-72.921294,46.521481,188,10,Active,B,3.52216,Mauricie
1451,-75.08305,46.4006,190,1,Inactive,C,3.14336,Laurentides
1452,-75.09158333,46.40166667,190,2,Inactive,C,3.14336,Laurentides
1453,-75.10048333,46.40506667,190,3,Inactive,C,3.14336,Laurentides
1454,-75.10871667,46.40408333,190,4,Inactive,C,3.14336,Laurentides
1455,-75.1192,46.40516667,190,5,Inactive,C,3.14336,Laurentides
1456,-75.12791667,46.40773333,190,6,Inactive,C,3.14336,Laurentides
1457,-75.13318333,46.41303333,190,7,Inactive,C,3.14336,Laurentides
1458,-75.14198333,46.41288333,190,8,Inactive,C,3.14336,Laurentides
1459,-75.15045,46.41033333,190,9,Inactive,C,3.14336,Laurentides
1460,-75.15895,46.40711667,190,10,Inactive,C,3.14336,Laurentides
1461,-72.50778,46.53972,191,1,Inactive,B,4.38842,Mauricie
1462,-72.51661,46.53889,191,2,Inactive,B,4.38842,Mauricie
1463,-72.52528,46.53611,191,3,Inactive,B,4.38842,Mauricie
1464,-72.53306,46.53112,191,4,Inactive,B,4.38842,Mauricie
1465,-72.54028,46.52583,191,5,Inactive,B,4.38842,Mauricie
1466,-72.54778,46.52139,191,6,Inactive,B,4.38842,Mauricie
1467,-72.55556,46.51583,191,7,Inactive,B,4.38842,Mauricie
1468,-72.5625,46.51083,191,8,Inactive,B,4.38842,Mauricie
1469,-72.57028,46.50583,191,9,Inactive,B,4.38842,Mauricie
1470,-72.57806,46.50056,191,10,Inactive,B,4.38842,Mauricie
1471,-72.36639,46.45472,192,1,Inactive,B,4.63372,Mauricie
1472,-72.37694,46.45306,192,2,Inactive,B,4.63372,Mauricie
1473,-72.38667,46.45083,192,3,Inactive,B,4.63372,Mauricie
1474,-72.39194,46.44583,192,4,Inactive,B,4.63372,Mauricie
1475,-72.39972,46.44111,192,5,Inactive,B,4.63372,Mauricie
1476,-72.40722,46.43638,192,6,Inactive,B,4.63372,Mauricie
1477,-72.41472,46.43139,192,7,Inactive,B,4.63372,Mauricie
1478,-72.42442,46.42844,192,8,Inactive,B,4.63372,Mauricie
1479,-72.43389,46.42583,192,9,Inactive,B,4.63372,Mauricie
1480,-72.44278,46.4225,192,10,Inactive,B,4.63372,Mauricie
1481,-74.335159,46.083514,193,1,Inactive,C,3.09093,Laurentides
1482,-74.335591,46.077122,193,2,Inactive,C,3.09093,Laurentides
1483,-74.343962,46.075152,193,3,Inactive,C,3.09093,Laurentides
1484,-74.353696,46.074951,193,4,Inactive,C,3.09093,Laurentides
1485,-74.361238,46.079506,193,5,Inactive,C,3.09093,Laurentides
1486,-74.368726,46.083755,193,6,Inactive,C,3.09093,Laurentides
1487,-74.377991,46.084963,193,7,Inactive,C,3.09093,Laurentides
1488,-74.38456,46.089266,193,8,Inactive,C,3.09093,Laurentides
1489,-74.392158,46.093328,193,9,Inactive,C,3.09093,Laurentides
1490,-74.401365,46.096251,193,10,Inactive,C,3.09093,Laurentides
1491,-74.89565,45.71668,195,1,Active,B,4.7423,Outaouais
1492,-74.89848,45.70942,195,2,Active,B,4.7423,Outaouais
1493,-74.90335,45.70288,195,3,Active,B,4.7423,Outaouais
1494,-74.90708,45.69623,195,4,Active,B,4.7423,Outaouais
1495,-74.91016,45.68902,195,5,Active,B,4.7423,Outaouais
1496,-74.91221,45.68141,195,6,Active,B,4.7423,Outaouais
1497,-74.91642,45.67557,195,7,Active,B,4.7423,Outaouais
1498,-74.91731,45.66865,195,8,Active,B,4.7423,Outaouais
1499,-74.92354,45.66462,195,9,Active,B,4.7423,Outaouais
1500,-74.92414,45.65711,195,10,Active,B,4.7423,Outaouais
1501,-75.13101229,45.86450405,196,1,Active,B,3.8197,Outaouais
1502,-75.12851513,45.87182479,196,2,Active,B,3.8197,Outaouais
1503,-75.12805826,45.87863856,196,3,Active,B,3.8197,Outaouais
1504,-75.12847257,45.88489551,196,4,Active,B,3.8197,Outaouais
1505,-75.13333836,45.89332332,196,5,Active,B,3.8197,Outaouais
1506,-75.1375585,45.89850966,196,6,Active,B,3.8197,Outaouais
1507,-75.14300623,45.90296389,196,7,Active,B,3.8197,Outaouais
1508,-75.1548536,45.90454987,196,8,Active,B,3.8197,Outaouais
1509,-75.16420573,45.90572338,196,9,Active,B,3.8197,Outaouais
1510,-75.16895706,45.9088638,196,10,Active,B,3.8197,Outaouais
1511,-72.40873,46.74028,197,1,Inactive,B,3.62367,Mauricie
1512,-72.39745,46.73942,197,2,Inactive,B,3.62367,Mauricie
1513,-72.38728,46.73822,197,3,Inactive,B,3.62367,Mauricie
1514,-72.37712,46.73865,197,4,Inactive,B,3.62367,Mauricie
1515,-72.36667,46.73596,197,5,Inactive,B,3.62367,Mauricie
1516,-72.35828,46.73252,197,6,Inactive,B,3.62367,Mauricie
1517,-72.3502,46.72699,197,7,Inactive,B,3.62367,Mauricie
1518,-72.34235,46.72318,197,8,Inactive,B,3.62367,Mauricie
1519,-72.3332,46.71876,197,9,Inactive,B,3.62367,Mauricie
1520,-72.32734,46.71303,197,10,Inactive,B,3.62367,Mauricie
1521,-73.70055556,45.61583333,199,1,Active,A,5.99669,Laval
1522,-73.695,45.62222222,199,2,Active,A,5.99669,Laval
1523,-73.68694444,45.62666667,199,3,Active,A,5.99669,Laval
1524,-73.67805556,45.63027778,199,4,Active,A,5.99669,Laval
1525,-73.67194444,45.63611111,199,5,Active,A,5.99669,Laval
1526,-73.67166667,45.64111111,199,6,Active,A,5.99669,Laval
1527,-73.67777778,45.64694444,199,7,Active,A,5.99669,Laval
1528,-73.685,45.65194444,199,8,Active,A,5.99669,Laval
1529,-73.68833333,45.65888889,199,9,Active,A,5.99669,Laval
1530,-73.69027778,45.66583333,199,10,Active,A,5.99669,Laval
1531,-71.75778056,45.33173333,200,1,Active,B,4.8126,Estrie
1532,-71.75806944,45.33921389,200,2,Active,B,4.8126,Estrie
1533,-71.75836667,45.34657778,200,3,Active,B,4.8126,Estrie
1534,-71.75459444,45.35330833,200,4,Active,B,4.8126,Estrie
1535,-71.74993611,45.35962222,200,5,Active,B,4.8126,Estrie
1536,-71.74741111,45.36666389,200,6,Active,B,4.8126,Estrie
1537,-71.74446944,45.37376944,200,7,Active,B,4.8126,Estrie
1538,-71.74469167,45.38102222,200,8,Active,B,4.8126,Estrie
1539,-71.74421389,45.38816667,200,9,Active,B,4.8126,Estrie
1540,-71.73444167,45.39062778,200,10,Active,B,4.8126,Estrie
1541,-71.71365463,45.59919573,202,1,Active,B,4.45242,Estrie
1542,-71.70369935,45.59775773,202,2,Active,B,4.45242,Estrie
1543,-71.6944216,45.59519573,202,3,Active,B,4.45242,Estrie
1544,-71.68368529,45.59536763,202,4,Active,B,4.45242,Estrie
1545,-71.67623105,45.59122206,202,5,Active,B,4.45242,Estrie
1546,-71.66648243,45.59030704,202,6,Active,B,4.45242,Estrie
1547,-71.65599272,45.59052457,202,7,Active,B,4.45242,Estrie
1548,-71.64626627,45.58952629,202,8,Active,B,4.45242,Estrie
1549,-71.63655917,45.58811268,202,9,Active,B,4.45242,Estrie
1550,-71.62658023,45.58718157,202,10,Active,B,4.45242,Estrie
1551,-74.24166478,45.84146017,203,1,Active,B,4.44438,Laurentides
1552,-74.23304501,45.83750029,203,2,Active,B,4.44438,Laurentides
1553,-74.22362785,45.83667251,203,3,Active,B,4.44438,Laurentides
1554,-74.21475941,45.83440185,203,4,Active,B,4.44438,Laurentides
1555,-74.20800309,45.82976604,203,5,Active,B,4.44438,Laurentides
1556,-74.19890638,45.8274174,203,6,Active,B,4.44438,Laurentides
1557,-74.19133449,45.82531044,203,7,Active,B,4.44438,Laurentides
1558,-74.19217845,45.81831647,203,8,Active,B,4.44438,Laurentides
1559,-74.18735242,45.81247086,203,9,Active,B,4.44438,Laurentides
1560,-74.18335075,45.80816331,203,10,Active,B,4.44438,Laurentides
1561,-74.716431,46.144099,204,1,Active,C,3.34825,Laurentides
1562,-74.725491,46.147305,204,2,Active,C,3.34825,Laurentides
1563,-74.731824,46.152278,204,3,Active,C,3.34825,Laurentides
1564,-74.739028,46.15629,204,4,Active,C,3.34825,Laurentides
1565,-74.744398,46.160709,204,5,Active,C,3.34825,Laurentides
1566,-74.753962,46.162338,204,6,Active,C,3.34825,Laurentides
1567,-74.763731,46.163974,204,7,Active,C,3.34825,Laurentides
1568,-74.772234,46.166462,204,8,Active,C,3.34825,Laurentides
1569,-74.777892,46.171538,204,9,Active,C,3.34825,Laurentides
1570,-74.784362,46.174142,204,10,Active,C,3.34825,Laurentides
1571,-74.032472,50.065972,206,1,Active,E,-0.95687,Nord-du-Quebec
1572,-74.02627778,50.07275,206,2,Active,E,-0.95687,Nord-du-Quebec
1573,-74.02008333,50.07855556,206,3,Active,E,-0.95687,Nord-du-Quebec
1574,-74.01111111,50.08319444,206,4,Active,E,-0.95687,Nord-du-Quebec
1575,-74.00330556,50.08791667,206,5,Active,E,-0.95687,Nord-du-Quebec
1576,-73.99594444,50.09269444,206,6,Active,E,-0.95687,Nord-du-Quebec
1577,-73.98725,50.09583333,206,7,Active,E,-0.95687,Nord-du-Quebec
1578,-73.97602778,50.09863889,206,8,Active,E,-0.95687,Nord-du-Quebec
1579,-73.96763889,50.10269444,206,9,Active,E,-0.95687,Nord-du-Quebec
1580,-73.96166667,50.10869444,206,10,Active,E,-0.95687,Nord-du-Quebec
1581,-73.425318,45.53226,207,1,Active,A,6.35887,Monteregie
1582,-73.417872,45.527292,207,2,Active,A,6.35887,Monteregie
1583,-73.411035,45.530935,207,3,Active,A,6.35887,Monteregie
1584,-73.404404,45.537372,207,4,Active,A,6.35887,Monteregie
1585,-73.398166,45.542919,207,5,Active,A,6.35887,Monteregie
1586,-73.395667,45.549885,207,6,Active,A,6.35887,Monteregie
1587,-73.393031,45.556651,207,7,Active,A,6.35887,Monteregie
1588,-73.386193,45.551353,207,8,Active,A,6.35887,Monteregie
1589,-73.379376,45.546028,207,9,Active,A,6.35887,Monteregie
1590,-73.373248,45.541286,207,10,Active,A,6.35887,Monteregie
1591,-72.81519,45.060869,208,1,Active,A,5.74643,Monteregie
1592,-72.805066,45.060415,208,2,Active,A,5.74643,Monteregie
1593,-72.794893,45.060445,208,3,Active,A,5.74643,Monteregie
1594,-72.784706,45.060784,208,4,Active,A,5.74643,Monteregie
1595,-72.774523,45.061169,208,5,Active,A,5.74643,Monteregie
1596,-72.764318,45.061062,208,6,Active,A,5.74643,Monteregie
1597,-72.754491,45.059603,208,7,Active,A,5.74643,Monteregie
1598,-72.745176,45.059749,208,8,Active,A,5.74643,Monteregie
1599,-72.736746,45.063631,208,9,Active,A,5.74643,Monteregie
1600,-72.726816,45.062859,208,10,Active,A,5.74643,Monteregie
1601,-79.30298,48.5807442,209,1,Active,D,1.47494,Abitibi-Temiscamingue
1602,-79.3011856,48.5880621,209,2,Active,D,1.47494,Abitibi-Temiscamingue
1603,-79.2998062,48.5951097,209,3,Active,D,1.47494,Abitibi-Temiscamingue
1604,-79.2987977,48.6020691,209,4,Active,D,1.47494,Abitibi-Temiscamingue
1605,-79.2989372,48.6088016,209,5,Active,D,1.47494,Abitibi-Temiscamingue
1606,-79.3010216,48.6156813,209,6,Active,D,1.47494,Abitibi-Temiscamingue
1607,-79.3008654,48.6229831,209,7,Active,D,1.47494,Abitibi-Temiscamingue
1608,-79.3056826,48.6285996,209,8,Active,D,1.47494,Abitibi-Temiscamingue
1609,-79.315465,48.6306939,209,9,Active,D,1.47494,Abitibi-Temiscamingue
1610,-79.3255873,48.633026,209,10,Active,D,1.47494,Abitibi-Temiscamingue
1611,-74.05977,45.572488,210,1,Active,A,5.63,Laurentides
1612,-74.053022,45.567774,210,2,Active,A,5.63,Laurentides
1613,-74.045851,45.562705,210,3,Active,A,5.63,Laurentides
1614,-74.040975,45.557988,210,4,Active,A,5.63,Laurentides
1615,-74.036833,45.552679,210,5,Active,A,5.63,Laurentides
1616,-74.034142,45.549915,210,6,Active,A,5.63,Laurentides
1617,-74.041307,45.545012,210,7,Active,A,5.63,Laurentides
1618,-74.048585,45.540043,210,8,Active,A,5.63,Laurentides
1619,-74.055907,45.534787,210,9,Active,A,5.63,Laurentides
1620,-74.062932,45.529796,210,10,Active,A,5.63,Laurentides
1621,-74.632035,45.981452,211,1,Active,B,3.97,Laurentides
1622,-74.63725,45.987378,211,2,Active,B,3.97,Laurentides
1623,-74.642078,45.993797,211,3,Active,B,3.97,Laurentides
1624,-74.649376,45.997876,211,4,Active,B,3.97,Laurentides
1625,-74.657517,46.001806,211,5,Active,B,3.97,Laurentides
1626,-74.665574,46.006342,211,6,Active,B,3.97,Laurentides
1627,-74.671815,46.011967,211,7,Active,B,3.97,Laurentides
1628,-74.676604,46.01765,211,8,Active,B,3.97,Laurentides
1629,-74.684041,46.019843,211,9,Active,B,3.97,Laurentides
1630,-74.689952,46.015694,211,10,Active,B,3.97,Laurentides
1631,-64.206735,48.855032,212,1,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1632,-64.215398,48.850728,212,2,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1633,-64.213507,48.843504,212,3,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1634,-64.223505,48.839246,212,4,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1635,-64.233643,48.836747,212,5,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1636,-64.244925,48.838257,212,6,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1637,-64.254128,48.842137,212,7,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1638,-64.265563,48.843277,212,8,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1639,-64.275846,48.840217,212,9,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1640,-64.276008,48.832841,212,10,Active,C/D,NA,Gaspesie - Îles-de-la-Madeleine
1641,-71.7695643,45.797136,213,1,Active,B,4.16,Estrie
1642,-71.7678352,45.8034863,213,2,Active,B,4.16,Estrie
1643,-71.7629179,45.8094508,213,3,Active,B,4.16,Estrie
1644,-71.7553107,45.8139313,213,4,Active,B,4.16,Estrie
1645,-71.754152,45.821054,213,5,Active,B,4.16,Estrie
1646,-71.7513196,45.8280371,213,6,Active,B,4.16,Estrie
1647,-71.745397,45.8328365,213,7,Active,B,4.16,Estrie
1648,-71.7537532,45.8372194,213,8,Active,B,4.16,Estrie
1649,-71.7618213,45.8419134,213,9,Active,B,4.16,Estrie
1650,-71.770374,45.8459291,213,10,Active,B,4.16,Estrie
1651,-73.3802657,45.60528,214,1,Active,A,6.15,Monteregie
1652,-73.3875077,45.6099109,214,2,Active,A,6.15,Monteregie
1653,-73.39619,45.6062482,214,3,Active,A,6.15,Monteregie
1654,-73.4038933,45.6025028,214,4,Active,A,6.15,Monteregie
1655,-73.4111821,45.5976392,214,5,Active,A,6.15,Monteregie
1656,-73.4059163,45.5920191,214,6,Active,A,6.15,Monteregie
1657,-73.3991399,45.5866244,214,7,Active,A,6.15,Monteregie
1658,-73.4041785,45.5803705,214,8,Active,A,6.15,Monteregie
1659,-73.41241,45.58273,214,9,Active,A,6.15,Monteregie
1660,-73.4228765,45.5854954,214,10,Active,A,6.15,Monteregie
1661,-75.595,45.54138889,113m,1,Active,B,4.98583,Outaouais
1662,-75.59638889,45.54861111,113m,2,Active,B,4.98583,Outaouais
1663,-75.59722222,45.55555556,113m,3,Active,B,4.98583,Outaouais
1664,-75.59111111,45.55805556,113m,4,Active,B,4.98583,Outaouais
1665,-75.58111111,45.55916667,113m,5,Active,B,4.98583,Outaouais
1666,-75.57111111,45.56,113m,6,Active,B,4.98583,Outaouais
1667,-75.56333333,45.56388889,113m,7,Active,B,4.98583,Outaouais
1668,-75.55694444,45.56638889,113m,8,Active,B,4.98583,Outaouais
1669,-75.55805556,45.57333333,113m,9,Active,B,4.98583,Outaouais
1670,-75.59305556,45.52833333,113m,10,Active,B,4.98583,Outaouais
1671,-68.40544444,48.4135,141m,1,Active,C,2.9,Bas-Saint-Laurent
1672,-68.39591667,48.41505556,141m,2,Active,C,2.9,Bas-Saint-Laurent
1673,-68.38647222,48.41780556,141m,3,Active,C,2.9,Bas-Saint-Laurent
1674,-68.37758333,48.420944,141m,4,Active,C,2.9,Bas-Saint-Laurent
1675,-68.37138889,48.42541667,141m,5,Active,C,2.9,Bas-Saint-Laurent
1676,-68.36275,48.42180556,141m,6,Active,C,2.9,Bas-Saint-Laurent
1677,-68.413599,48.408119,141m,7,Active,C,2.9,Bas-Saint-Laurent
1678,-68.419986,48.402334,141m,8,Active,C,2.9,Bas-Saint-Laurent
1679,-68.427104,48.400944,141m,9,Active,C,2.9,Bas-Saint-Laurent
1680,-68.35853,48.41792,141m,10,Active,C,2.9,Bas-Saint-Laurent
1681,-65.188257,49.163291,16m,1,Inactive,D,1.86754,Gaspesie - Îles-de-la-Madeleine
1682,-65.185077,49.156401,16m,2,Inactive,D,1.86754,Gaspesie - Îles-de-la-Madeleine
1683,-65.189199,49.149393,16m,3,Inactive,D,1.86754,Gaspesie - Îles-de-la-Madeleine
1684,-65.193892,49.143396,16m,4,Inactive,D,1.86754,Gaspesie - Îles-de-la-Madeleine
1685,-65.200543,49.138212,16m,5,Inactive,D,1.86754,Gaspesie - Îles-de-la-Madeleine
1686,-65.20888889,49.13638889,16m,6,Inactive,D,1.86754,Gaspesie - Îles-de-la-Madeleine
1687,-65.218774,49.137331,16m,7,Inactive,D,1.86754,Gaspesie - Îles-de-la-Madeleine
1688,-65.227903,49.135072,16m,8,Inactive,D,1.86754,Gaspesie - Îles-de-la-Madeleine
1689,-65.238028,49.136443,16m,9,Inactive,D,1.86754,Gaspesie - Îles-de-la-Madeleine
1690,-65.248738,49.134323,16m,10,Inactive,D,1.86754,Gaspesie - Îles-de-la-Madeleine
1691,-70.986316,48.23972,201m,1,Active,C,2.10808,Saguenay - Lac-Saint-Jean
1692,-70.986985,48.245912,201m,2,Active,C,2.10808,Saguenay - Lac-Saint-Jean
1693,-70.994166,48.250577,201m,3,Active,C,2.10808,Saguenay - Lac-Saint-Jean
1694,-71.001545,48.254986,201m,4,Active,C,2.10808,Saguenay - Lac-Saint-Jean
1695,-71.003196,48.261817,201m,5,Active,C,2.10808,Saguenay - Lac-Saint-Jean
1696,-71.003271,48.268821,201m,6,Active,C,2.10808,Saguenay - Lac-Saint-Jean
1697,-71.004309,48.27548,201m,7,Active,C,2.10808,Saguenay - Lac-Saint-Jean
1698,-70.999418,48.281598,201m,8,Active,C,2.10808,Saguenay - Lac-Saint-Jean
1699,-70.996593,48.288078,201m,9,Active,C,2.10808,Saguenay - Lac-Saint-Jean
1700,-70.99156,48.29398,201m,10,Active,C,2.10808,Saguenay - Lac-Saint-Jean
1701,-70.70111111,46.68638889,27m,1,Inactive,B,3.55552,Chaudiere-Appalaches
1702,-70.69333333,46.68444444,27m,2,Inactive,B,3.55552,Chaudiere-Appalaches
1703,-70.68555556,46.68944444,27m,3,Inactive,B,3.55552,Chaudiere-Appalaches
1704,-70.68444444,46.69361111,27m,4,Inactive,B,3.55552,Chaudiere-Appalaches
1705,-70.69083333,46.69861111,27m,5,Inactive,B,3.55552,Chaudiere-Appalaches
1706,-70.69888889,46.70472222,27m,6,Inactive,B,3.55552,Chaudiere-Appalaches
1707,-70.70666667,46.71055556,27m,7,Inactive,B,3.55552,Chaudiere-Appalaches
1708,-70.71388889,46.71638889,27m,8,Inactive,B,3.55552,Chaudiere-Appalaches
1709,-70.70888889,46.72222222,27m,9,Inactive,B,3.55552,Chaudiere-Appalaches
1710,-70.7025,46.72666667,27m,10,Inactive,B,3.55552,Chaudiere-Appalaches
1711,-71.5378666,46.78654366,36m,1,Active,B,3.8143,Capitale-Nationale
1712,-71.54807575,46.78489065,36m,2,Active,B,3.8143,Capitale-Nationale
1713,-71.558484,46.78457297,36m,3,Active,B,3.8143,Capitale-Nationale
1714,-71.56896385,46.78453712,36m,4,Active,B,3.8143,Capitale-Nationale
1715,-71.57938371,46.78527172,36m,5,Active,B,3.8143,Capitale-Nationale
1716,-71.58978212,46.78608036,36m,6,Active,B,3.8143,Capitale-Nationale
1717,-71.60019824,46.78685383,36m,7,Active,B,3.8143,Capitale-Nationale
1718,-71.6105781,46.78662578,36m,8,Active,B,3.8143,Capitale-Nationale
1719,-71.62074845,46.78518749,36m,9,Active,B,3.8143,Capitale-Nationale
1720,-71.62670662,46.77939647,36m,10,Active,B,3.8143,Capitale-Nationale
1721,-69.29555556,47.71111111,3m,1,Inactive,C,2.30612,Bas-Saint-Laurent
1722,-69.28555556,47.71055556,3m,2,Inactive,C,2.30612,Bas-Saint-Laurent
1723,-69.28027778,47.71333333,3m,3,Inactive,C,2.30612,Bas-Saint-Laurent
1724,-69.27861111,47.72666667,3m,4,Inactive,C,2.30612,Bas-Saint-Laurent
1725,-69.27805556,47.72666667,3m,5,Inactive,C,2.30612,Bas-Saint-Laurent
1726,-69.28,47.73416667,3m,6,Inactive,C,2.30612,Bas-Saint-Laurent
1727,-69.28527778,47.73888889,3m,7,Inactive,C,2.30612,Bas-Saint-Laurent
1728,-69.29138889,47.74472222,3m,8,Inactive,C,2.30612,Bas-Saint-Laurent
1729,-69.29805556,47.74944444,3m,9,Inactive,C,2.30612,Bas-Saint-Laurent
1730,-69.30555556,47.75580556,3m,10,Inactive,C,2.30612,Bas-Saint-Laurent
1731,-73.67083333,45.76861111,57m,1,Active,A,5.58269,Lanaudiere
1732,-73.67,45.76361111,57m,2,Active,A,5.58269,Lanaudiere
1733,-73.67472222,45.75861111,57m,3,Active,A,5.58269,Lanaudiere
1734,-73.67472222,45.75194444,57m,4,Active,A,5.58269,Lanaudiere
1735,-73.67805556,45.74611111,57m,5,Active,A,5.58269,Lanaudiere
1736,-73.68638889,45.74194444,57m,6,Active,A,5.58269,Lanaudiere
1737,-73.69555556,45.73916667,57m,7,Active,A,5.58269,Lanaudiere
1738,-73.70472222,45.73611111,57m,8,Active,A,5.58269,Lanaudiere
1739,-73.68055556,45.77222222,57m,9,Active,A,5.58269,Lanaudiere
1740,-73.68888889,45.77555556,57m,10,Active,A,5.58269,Lanaudiere
1741,-73.3325,45.46222222,63m,1,Inactive,A,6.35887,Monteregie
1742,-73.32972222,45.47,63m,2,Inactive,A,6.35887,Monteregie
1743,-73.32694444,45.47805556,63m,3,Inactive,A,6.35887,Monteregie
1744,-73.32277778,45.48277778,63m,4,Inactive,A,6.35887,Monteregie
1745,-73.31694444,45.48777778,63m,5,Inactive,A,6.35887,Monteregie
1746,-73.30833333,45.49305556,63m,6,Inactive,A,6.35887,Monteregie
1747,-73.30055556,45.49694444,63m,7,Inactive,A,6.35887,Monteregie
1748,-73.29416667,45.50222222,63m,8,Inactive,A,6.35887,Monteregie
1749,-73.28777778,45.5075,63m,9,Inactive,A,6.35887,Monteregie
1750,-73.28972222,45.51305556,63m,10,Inactive,A,6.35887,Monteregie
1751,-71.08972222,46.92583333,69m,1,Inactive,C,3.0844,Capitale-Nationale
1752,-71.10361111,46.93555556,69m,2,Inactive,C,3.0844,Capitale-Nationale
1753,-71.11,46.94138889,69m,3,Inactive,C,3.0844,Capitale-Nationale
1754,-71.11666667,46.94694444,69m,4,Inactive,C,3.0844,Capitale-Nationale
1755,-71.12361111,46.95194444,69m,5,Inactive,C,3.0844,Capitale-Nationale
1756,-71.12583333,46.95722222,69m,6,Inactive,C,3.0844,Capitale-Nationale
1757,-71.12694444,46.96277778,69m,7,Inactive,C,3.0844,Capitale-Nationale
1758,-71.135,46.96694444,69m,8,Inactive,C,3.0844,Capitale-Nationale
